Industry,Gig_Worker_Percentage,Revenue_Growth,Cost_Savings,Employee_Turnover,Gig_Dependency_Level,Gig_Satisfaction_Score,Policy_Support_Level,Collaboration_Level,Impact_on_Company
Finance,49.31843169942876,8.241716954089966,12.3325437729191,10.213255629830861,1,1,3,2,0
Tech,46.31430302575681,8.528907862687808,12.364776395606015,7.86370139151893,3,5,2,4,1
Finance,2.5291408989633113,3.860835661577165,9.588274787942286,8.580095242519882,4,2,3,1,0
Healthcare,59.00124682736959,9.197998572913018,17.713286673747525,12.589692876109034,2,1,1,1,0
Healthcare,15.877628628726226,4.3175807084501825,10.126642521017372,13.680572567898778,4,3,4,5,1
Logistics,10.556082128029942,4.4875113100171005,7.580175100742786,11.162032840024311,1,4,4,5,0
Tech,18.488649694202863,6.0467331497071175,8.106713360640876,11.230372974168317,3,4,5,5,1
Logistics,14.358527013193424,6.3015011805638,9.024038166818936,7.885892606808531,2,1,3,1,0
Retail,17.736677088639972,6.364380616941984,10.589866790148216,14.147298509050215,5,3,5,2,1
Tech,48.585561054067384,8.655820205542108,12.495984221681773,10.379549671036852,3,5,2,5,1
Tech,29.025122019090677,8.348017101779206,10.799656769311179,19.71941962359532,1,4,1,1,0
Finance,55.34849535843279,10.625347535312951,14.862786761196176,8.26508900206938,1,1,3,3,0
Finance,19.223706699289565,7.953664200022741,11.240500593860324,6.947091086570411,5,4,3,2,1
Logistics,96.40207229572282,13.24390081341984,22.13802546305497,5.391580784007782,4,4,5,1,1
Logistics,58.897543476152016,9.449133108808502,14.656362473672411,8.653565211826583,2,3,2,3,0
Healthcare,38.49919477358584,5.50433774355031,9.054774990964438,10.794894046264933,1,3,3,2,0
Finance,85.69838057113758,9.995478473707209,19.23774478951518,15.157034813585666,5,2,2,3,1
Tech,84.24664072126257,11.47941288464741,16.444575790816252,16.70344786648069,4,2,2,5,1
Finance,7.3627508994291375,4.560475315878069,9.398086372700387,16.384542037450622,2,2,2,2,0
Logistics,50.18201158603004,10.619632067360197,13.05808841778524,12.75784275716968,5,3,3,4,1
Tech,15.073548348078326,3.8806185002168188,7.7838323277605,13.674391544369787,4,5,2,4,1
Retail,60.642649080494074,7.3601373619761175,14.577262810527566,9.858844950477016,1,1,5,4,0
Logistics,22.160725674239544,3.3973564207914415,9.869245000345195,14.202330237285864,1,3,1,1,0
Retail,37.66972592935105,4.646492160237219,13.198233796128012,8.816373825686888,3,2,2,4,1
Finance,48.71444746251511,7.245870028087771,14.188231227719228,7.945616687340486,3,2,4,1,0
Tech,83.16396259946434,12.851516612060422,18.476732734433707,14.566313284375653,5,2,3,3,1
Healthcare,38.257370581560664,5.182373259105467,11.824538935078287,11.73280447981917,4,2,3,5,1
Retail,89.7648725360331,13.749527621130383,18.566511523192922,5.7614576354986795,5,3,3,2,1
Retail,88.11283963046104,12.622612454471694,17.964610517506223,14.021199050574289,4,2,5,1,0
Logistics,9.576536010649484,3.4388205318064236,8.838158029438176,9.968001629962671,2,4,5,2,0
Healthcare,90.12547971029316,10.916549940546732,19.085623025676743,2.4780850812862583,1,4,5,3,1
Healthcare,10.539486805655384,4.206771366574878,8.222144245453995,11.622995453586963,4,4,2,4,1
Finance,56.06978174642661,6.74426639824194,12.98340179600134,13.548778640883251,5,4,2,3,1
Retail,66.69038308661737,9.102230671445051,15.183374761056024,5.696023049951622,4,5,5,3,1
Healthcare,15.574975979894434,4.935820253755182,10.14194684490788,12.059928206009534,2,5,1,3,0
Finance,91.76214699566589,11.779489797938648,18.628531426922486,14.660357689143625,3,2,4,5,1
Retail,64.8796164736406,8.528442525315542,13.881701491197628,19.865306431892183,4,1,1,1,0
Retail,24.66067636802356,7.610258779030257,11.661389732636678,7.374451950601034,1,5,3,5,1
Healthcare,15.364580498833902,4.669262662769373,9.521550620212992,14.079556296599181,5,1,5,3,1
Logistics,12.225303629022887,3.886492563309055,8.197644380952049,9.0879378219579,1,4,2,2,0
Retail,4.06052219599915,1.1141511827698496,7.244500911634803,14.430139271878737,2,3,3,2,0
Finance,3.9102435342243336,4.2365308432753155,8.80445042505636,11.827453005822933,1,3,2,1,0
Logistics,47.44231942887986,6.227091878600438,11.534261104882646,10.043951214296346,3,2,2,1,0
Tech,39.028910083933376,4.802152665170429,12.632534082936642,14.102188778386209,5,1,4,4,1
Finance,56.59276445453306,9.42218448524635,13.84551741755331,8.483602936200374,4,5,2,3,1
Healthcare,87.41486879377942,13.288413608865806,17.070619245069263,15.579341620364863,4,4,5,5,1
Finance,50.17669207840038,8.321236739808656,13.984342779985443,14.83614809347442,5,2,2,4,1
Logistics,30.782778925933396,8.903654790792805,14.31332377376281,8.342269114267795,4,4,5,4,1
Finance,97.97175003857866,14.318552391510512,21.563354240227863,10.061833562825756,3,5,3,3,1
Healthcare,53.43644288593793,6.104236257678751,13.518213104236498,9.955982801962614,3,5,2,5,1
Logistics,27.62563456017686,5.699275247744939,9.585145707480189,5.186408961712162,3,1,1,1,0
Tech,37.99749244584082,6.493719984042625,12.794692377234783,13.783244394917025,2,1,3,1,0
Logistics,97.23316784622912,11.335715818275736,21.59861749771838,17.86923453680231,1,4,1,4,0
Retail,23.505943004192233,4.03068052925112,11.349233514303663,9.433547477591883,2,2,2,2,0
Finance,33.34685397848078,7.471301722862655,9.774507838101806,6.794883627907754,1,2,5,1,0
Tech,87.06420374149644,11.685278252488754,17.40534371603949,9.455657896992946,1,1,2,3,0
Healthcare,21.821288516573723,4.834889233843813,10.379490593334708,16.00825701835911,5,3,2,4,1
Retail,20.495766223228063,4.546966436797111,8.260184135708842,19.6483093459085,3,1,4,5,0
Logistics,90.51338748441857,13.930990831844312,19.502459378809245,2.7006443560106814,5,1,5,4,1
Healthcare,54.45478537124772,11.551167621308728,16.372925291070548,9.751708099561837,5,1,5,3,1
Retail,42.33399706211646,7.803010633775584,11.852370401596266,11.38969679671769,5,5,5,1,1
Healthcare,51.55199159143766,7.7311017232460335,15.01671972531535,11.6231169225772,3,3,4,2,0
Healthcare,27.722500742188227,7.484339055663201,8.759861148639224,13.257878457476524,1,3,3,5,0
Healthcare,89.73616239704609,11.43458965100216,16.582765797361596,9.887651273431551,3,3,1,1,0
Logistics,74.59546179039995,10.838089187528084,18.312720417451082,14.676795939070225,2,4,5,5,1
Logistics,22.82880662711656,5.190044189498167,11.280525918448987,15.4184269335356,1,1,2,1,0
Retail,40.8283513223197,8.780187015614223,14.155498495483185,14.033349943734201,4,1,5,4,1
Logistics,98.82885893539061,14.403051248528241,19.783325514188153,6.044950520337669,3,5,3,2,1
Tech,4.5331302047994075,4.891604472853185,6.272836505035449,8.863164491416432,5,5,4,4,1
Retail,35.545800048247465,7.952353950145228,10.912173364899001,11.735879461080593,3,1,1,2,0
Healthcare,91.2602521738901,9.413487906868268,14.427420026410422,6.38564004209448,2,2,2,1,0
Healthcare,18.625018445921604,4.254036733546644,9.892109316014329,18.49922688321883,1,5,5,1,0
Finance,7.876090363563925,2.2165466631580246,7.42463951926185,13.324279344106987,4,2,3,5,1
Finance,15.369365626989495,9.311538393186458,9.929843767123995,18.49049799415799,1,1,4,4,0
Finance,89.83187933279861,12.171200515437153,18.505576581025505,13.119203661964852,3,5,3,5,1
Retail,13.326372288441558,5.956640480670677,6.464026894879634,19.648956066612968,1,3,5,2,0
Finance,23.188762100722627,6.243089269852133,8.350216724483513,10.010884137387077,4,4,4,4,1
Healthcare,50.355215101698484,5.575512760934484,15.388397177642785,16.923169465245167,1,1,2,4,0
Logistics,41.89709503827787,7.8479783551961315,10.3540928788167,18.03102380053318,5,3,2,1,0
Finance,81.52076278242394,9.358445562904077,15.878231632208578,18.317407506018753,1,1,5,5,0
Tech,40.47253114449356,8.973702101838969,12.174322443605597,17.137278971753418,5,3,2,1,0
Healthcare,43.111288781834965,7.392451949250874,10.265195476268042,7.834655765980991,1,1,2,5,0
Healthcare,93.4896448517574,13.634937240456347,18.868076515067308,9.186339433628524,3,1,3,1,0
Healthcare,47.35239649699615,7.1649523037837755,13.395436926091666,18.597800456098923,3,2,2,3,0
Retail,24.241591254486384,8.329772078104277,10.596076910383863,9.31358215462949,2,1,4,1,0
Retail,76.34448955760644,10.635690341421903,15.085442956255626,12.997015442097737,4,2,4,1,1
Retail,30.82670029862493,3.7228151205807687,10.34155673214124,14.930716029810533,1,3,4,2,0
Finance,42.917202775906205,7.657674153895195,13.267391983291732,6.544135348905397,4,1,2,5,1
Healthcare,59.613138812826186,10.745478710375757,12.936581795720835,9.77024128291344,3,2,3,1,0
Logistics,6.0194040301291825,3.83784682048204,5.197388292601179,8.411992655754142,5,4,3,2,1
Retail,77.72285200016577,12.82082914929302,17.193958604973226,18.657183805932462,4,4,1,3,1
Finance,63.64353445734805,8.53284623250823,13.79461867578187,7.109460013112821,4,4,4,1,0
Finance,98.6660904911076,13.662079854696652,19.804644619398253,12.36742761835949,4,4,4,1,1
Retail,65.28620647804121,9.77871930589909,16.3189096695329,11.882663603085343,4,4,5,4,1
Logistics,58.794223838826454,8.937544263425165,15.874562358824956,10.641585584977626,3,4,2,5,1
Healthcare,25.871560218833878,5.4785785197941275,10.697964509102027,9.740411004798199,4,1,4,4,0
Logistics,51.63159888491179,8.782755294093892,11.059352058263634,9.514642097058736,2,2,5,3,0
Finance,30.64577313504506,6.869179403408008,9.794893130193614,15.331109880953445,3,1,1,3,0
Retail,15.095478741164637,3.925933994168674,9.564795255514564,9.438772735575228,4,2,5,1,0
Tech,88.18909649480867,12.176819538906912,20.51689253241615,13.649656692795414,3,3,1,5,1
Healthcare,62.80545311504252,6.982774630784318,14.93610696518951,8.405649933463096,4,1,4,5,1
Tech,54.10709207986163,12.49357688798207,11.97507870712979,10.710677120429528,3,3,3,5,1
Tech,50.21280957856249,8.916368109355417,13.522598845221856,9.082930594934108,1,5,5,3,1
Finance,0.011023180182245795,3.8562792656017804,6.990959718595893,12.988800692394564,4,1,5,4,0
Logistics,53.46050545557092,10.071481373999218,17.938194914602732,15.059734770986765,2,2,4,3,0
Retail,55.950863343732806,10.445367916229282,13.70399851255396,7.639741098722675,4,4,3,4,1
Tech,25.131491795875515,5.518644397589579,10.225835285641796,12.301505342192945,1,2,1,5,0
Logistics,20.828030942441313,6.638149610731135,9.680085958816122,16.401875131563294,3,4,4,4,1
Logistics,52.25352355851183,11.307355719273653,14.429167646514365,9.461148337300486,5,1,4,2,1
Logistics,10.6636763428817,2.4764242275942685,7.90259272064173,6.80180789364815,1,4,5,1,0
Finance,65.08383588369067,6.203977092688882,15.232948963855762,3.2652673172053994,4,1,1,3,0
Healthcare,76.62881375898255,9.460409369118622,16.656137611205164,9.504518454087435,2,2,1,5,0
Logistics,66.23670951866806,10.560506474611518,14.117709838345963,10.677993999340563,5,4,2,2,1
Logistics,76.10026277600237,12.166575661442861,18.662853664477723,11.407739323864101,1,5,1,2,0
Tech,34.169834049022285,6.7991882941167185,9.692332110778036,11.095297516706811,3,1,1,3,0
Finance,93.63086363932905,15.01709090761874,19.534167137872803,14.422004832812316,4,5,4,3,1
Tech,16.536083718035954,4.059557913090171,8.381080202174873,10.27149048240249,4,1,3,1,0
Healthcare,0.8408430890752161,2.674421584333812,5.105629527090145,11.451367401656784,3,4,1,3,0
Tech,87.0664477618756,12.338381595792,17.389114087276955,14.002955715062944,5,5,1,5,1
Tech,6.4558950156905714,4.406073670687645,9.075404217078804,8.738537206154163,3,1,3,3,0
Retail,22.449487218663077,5.668055961407496,9.84013556807541,15.589262297939483,5,5,2,1,1
Logistics,25.050635531183307,4.72872467388534,11.26815350129067,10.410908870838762,5,2,5,2,1
Tech,9.83938643990353,5.703662729920649,12.59780509203311,13.064919459485187,4,3,3,5,1
Tech,90.65306321194893,14.113631213299747,17.728035045105518,15.640064670754622,2,1,4,1,0
Logistics,9.196456731751358,1.104923211308964,7.690889937668784,12.024392319752213,3,4,3,1,0
Finance,4.430981123832622,5.699032665451444,8.614750330961296,10.460551200302797,5,3,4,5,1
Healthcare,20.190215339993923,2.559753601366911,8.928806743247966,18.783344728446334,3,3,2,2,0
Healthcare,68.51612006141862,10.70730838031111,14.172414198740576,8.833997011035223,2,1,1,2,0
Logistics,14.157249139281337,4.962412860178425,8.563502126168185,17.401051037088138,3,1,4,5,1
Healthcare,3.4981278056653076,3.347029079319412,8.24615254480565,10.021444384507951,3,3,4,1,0
Logistics,99.31570382255353,14.818667249988122,17.373007970378648,9.779439169242012,3,3,1,1,0
Retail,27.183442402490478,8.900039532765426,8.393669469408339,14.94077397856021,3,3,1,5,0
Tech,95.38339718749583,11.732828341273764,18.595305097000914,13.197514804686616,2,1,2,4,0
Logistics,10.045602311350821,3.4856504557307777,8.696405459625483,15.024105798790549,1,2,2,5,0
Finance,49.97709716929386,7.9442794556210306,16.161005917297558,3.8754486331776636,4,1,3,2,0
Healthcare,51.55639447214953,6.44469657511381,13.854725038041824,13.275127562299602,1,1,3,5,0
Finance,51.03072642112257,9.644874442299225,11.27271377363845,12.984883119472306,1,2,1,4,0
Finance,39.21441196643543,6.203770704909567,13.325772388041084,2.6663277227156215,2,1,5,3,0
Finance,10.319981190583604,4.1828172457720605,7.256243967795144,13.587154435678015,1,1,5,5,0
Healthcare,68.94891563269572,10.448933861392392,16.0401203607771,13.364352800571705,1,4,1,5,0
Finance,54.15907782732744,8.73719639352406,16.408526605607456,11.258459853844991,3,5,2,5,1
Logistics,70.79715076398824,14.105226157717492,14.226210394968156,11.794748272202817,5,2,1,4,1
Logistics,13.591802694497957,3.7100366161821663,8.92123296773297,11.37010972062697,3,1,4,5,0
Retail,97.91511617091211,13.515713865098489,19.93726722411257,14.288758035096308,5,2,5,2,1
Healthcare,44.444143417699586,5.2858104699713735,13.175847916148275,14.122530669391256,3,3,1,4,0
Finance,78.61905940651585,9.793598806201796,16.840782400599316,14.167711167622898,1,2,4,1,0
Tech,65.20366033936521,11.112194472785657,14.207435947897253,19.76320248143439,1,3,4,1,0
Tech,20.72906435941523,3.2209016477911403,9.547383346259588,10.2917409594915,1,5,4,3,0
Tech,39.51248847745673,4.430874972048398,10.884817985687329,4.735935273487309,1,1,2,3,0
Retail,26.37386972377068,6.208114298407712,11.035657241858132,7.404812093768374,4,4,2,4,1
Finance,87.61397846840072,14.207454103295321,15.461351210948223,9.953225813211397,1,4,4,1,0
Logistics,17.286052498872696,3.7962390363803697,6.555137412979336,10.872089024962714,3,1,3,2,0
Logistics,75.20727354999752,10.18761063303511,17.18748047450072,8.818704483443776,3,1,2,2,0
Retail,17.246386685188252,4.801156474796977,9.051163512668515,9.848618214804073,5,5,3,4,1
Healthcare,9.904033184215233,3.951953639689036,9.451034984083725,12.773180040283735,1,5,3,5,1
Logistics,14.840905375296343,4.528597360630716,10.336392360468349,11.209646013460091,3,3,1,1,0
Logistics,77.84768291162368,14.33601223883149,15.916127913503523,13.481806798883651,5,4,1,5,1
Retail,85.35902569444931,12.408279319926978,17.856684551329696,13.442553629608932,4,2,5,2,1
Logistics,77.71596962598291,9.216959299923241,17.043103893898685,10.798109483867243,3,4,5,3,1
Retail,58.19151551265777,7.792781923840193,16.96943457111637,5.491535154964894,3,2,1,5,0
Retail,52.12662385624438,9.566435715987087,10.870221671644467,14.425542331027199,5,1,1,4,0
Logistics,89.26153340890316,13.891217544577165,17.559431025692426,12.756133702401925,1,1,5,2,0
Tech,63.063104715416316,10.0944265360252,17.956751016520954,13.416304088769488,5,2,2,2,1
Finance,12.0154852314581,3.8547049953906445,6.284196773040142,16.39094702917052,1,4,5,4,0
Retail,93.32366912398429,11.550028048092681,18.422295759713858,7.624710400284197,4,4,5,3,1
Tech,65.19330594757506,10.352045483207817,14.755206574501274,12.867595648053891,5,4,3,2,1
Finance,71.37904504916112,9.692432098541651,13.007172436317402,10.38363761285275,1,5,1,2,0
Logistics,33.383152370207206,5.46019960272149,11.577490659095982,8.66002275137529,1,1,4,5,0
Healthcare,25.79466375782504,5.182022370877912,11.551279434748725,16.368638315529,5,1,2,2,0
Healthcare,39.00776465809306,7.374813796462151,9.343425304784166,13.535969298094374,5,2,1,3,0
Finance,84.87255704961947,11.569344584492445,15.150284465362612,12.963549247012129,1,4,5,3,1
Retail,94.12216350952906,10.842425043377732,18.870246666003986,11.874081608084396,3,3,2,3,1
Retail,56.135502834354035,10.180255187957947,14.50602880922522,10.434261084805897,5,1,1,1,0
Retail,63.17361768234109,10.382536514910209,13.167691011015302,6.9924254055703825,2,3,1,3,0
Finance,65.81546851527182,5.477690841660377,12.309509955421682,9.142293952966702,1,1,1,1,0
Retail,75.32767271313035,10.77292380021675,15.400638157781767,9.411750369005157,3,3,5,5,1
Tech,59.3981788992325,10.527267828567552,14.703602769185562,3.2196186176679498,5,3,3,5,1
Retail,64.68959168927701,6.377282744541324,17.140624997283275,11.263612114409119,5,3,2,5,1
Retail,68.21785260663404,11.54507515020687,16.65184880564964,13.867932080872144,5,1,5,2,1
Finance,87.6408488579482,11.118045133493482,17.541870625371207,6.542258544837879,1,2,3,3,0
Healthcare,82.19173805887617,9.020523910466004,16.137163677973888,21.252678992064318,5,2,5,4,1
Healthcare,71.92878001522803,10.08647880190183,16.08527473902114,9.067966185361383,4,1,1,5,1
Logistics,64.56467922587326,10.334567398597425,13.973806735203313,16.1324231851058,1,4,2,5,0
Finance,73.53799159460004,9.19496227299779,16.228989687331875,7.71912558850694,1,1,3,3,0
Logistics,4.024085841838032,3.8110603658487907,8.734581810404922,20.06204799364695,5,4,4,4,1
Healthcare,66.38898356775906,10.232255602339459,13.722998434125556,18.64195785280098,1,1,3,5,0
Retail,24.350626073859473,5.874111153815172,7.466316317970813,13.994464730136645,4,2,2,2,0
Retail,3.5316608594883614,5.426607132699766,9.549920531019703,11.348522219682485,5,3,1,5,1
Retail,79.60371548635624,12.711041824151536,18.270355465383055,12.521789975286783,5,2,2,2,1
Finance,36.08185845433303,6.219465876007783,11.143748712008863,10.043062231097979,3,4,5,1,1
Retail,8.966860676411626,5.014022349777814,8.151138452931924,12.801564529806043,4,5,4,2,1
Finance,3.7038107994374125,1.82635505506491,6.916442612800547,6.736011533084883,1,4,1,2,0
Logistics,64.84288754599777,8.033698370099058,12.553053835085409,6.3105134815294655,2,3,3,1,0
Tech,2.8172611305104622,4.782733283171628,8.348034427939801,8.622931898141182,3,4,4,2,0
